id_transaccion,fecha_hora,dia_semana,hora_decimal,turno,cajero,mesero,mesa_canal,categoria_producto,producto,cantidad_items,monto_bruto,descuento_pct,monto_final,metodo_pago,tipo_transaccion,es_anomalia,tipo_anomalia,descripcion_anomalia,split_sugerido
TRX-004806,2026-06-07 13:34:00,6,13.57,almuerzo,CAJ-003,MES-004,mesa_06,platos_fuertes,Churrasco ecuatoriano,3,76.12,0,76.12,transferencia,anulacion,1,empleado_anulaciones_altas,Empleado asociado a anulaciones frecuentes o de monto alto.,prueba
TRX-004807,2026-05-28 13:51:00,3,13.85,almuerzo,CAJ-001,MES-005,retiro_local,desayunos,Tigrillo con cafe,1,4.66,0,4.66,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004808,2026-05-07 12:26:00,3,12.43,almuerzo,CAJ-003,MES-005,mesa_07,almuerzos,Almuerzo ejecutivo,3,12.12,0,12.12,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004809,2026-05-10 15:12:00,6,15.2,almuerzo,CAJ-002,MES-004,mesa_02,desayunos,Tigrillo con cafe,2,9.07,0,9.07,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-004810,2026-06-03 18:35:00,2,18.58,cena,CAJ-003,MES-005,retiro_local,almuerzos,Almuerzo ejecutivo,3,12.04,0,12.04,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-004811,2026-05-19 09:28:00,1,9.47,desayuno,CAJ-003,MES-001,mesa_01,postres,Tres leches,4,12.25,0,12.25,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-004812,2026-06-11 19:07:00,3,19.12,cena,CAJ-002,MES-001,mesa_11,platos_fuertes,Parrillada personal,1,11.34,0,11.34,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-004813,2026-06-18 20:23:00,3,20.38,cena,CAJ-003,MES-001,mesa_11,desayunos,Bolon mixto,2,6.67,15,5.67,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004814,2026-05-03 15:54:00,6,15.9,almuerzo,CAJ-002,MES-006,mesa_02,almuerzos,Almuerzo ejecutivo,4,209.01,5,198.56,tarjeta,venta,1,monto_extremo,Monto final extremadamente alto frente al ticket promedio.,validacion
TRX-004815,2026-06-04 20:11:00,3,20.18,cena,CAJ-002,MES-005,mesa_07,bebidas,Agua sin gas,4,4.14,10,3.73,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004816,2026-06-15 21:23:00,0,21.38,cena,CAJ-002,MES-001,mesa_05,almuerzos,Almuerzo ejecutivo,5,19.55,0,19.55,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004817,2026-06-17 13:44:00,2,13.73,almuerzo,CAJ-003,MES-003,mesa_13,postres,Flan de la casa,1,2.43,0,2.43,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004818,2026-05-13 18:47:00,2,18.78,cena,CAJ-001,MES-002,mesa_14,desayunos,Humita con cafe,1,3.13,0,3.13,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-004819,2026-06-14 09:14:00,6,9.23,desayuno,CAJ-002,MES-003,mesa_14,almuerzos,Encebollado,3,260.35,0,260.35,tarjeta,venta,1,monto_extremo,Monto final extremadamente alto frente al ticket promedio.,validacion
TRX-004820,2026-05-14 17:55:00,3,17.92,cena,CAJ-002,MES-002,mesa_05,desayunos,Bolon mixto,2,7.17,10,6.45,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-004821,2026-06-09 19:02:00,1,19.03,cena,CAJ-003,MES-006,mesa_02,almuerzos,Seco de pollo,2,10.62,0,10.62,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-004822,2026-05-30 14:36:00,5,14.6,almuerzo,CAJ-002,MES-005,mesa_03,bebidas,Jugo natural,3,5.79,0,5.79,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-004823,2026-06-05 14:38:00,4,14.63,almuerzo,CAJ-004,MES-005,mesa_06,almuerzos,Seco de pollo,1,171.61,0,171.61,tarjeta,devolucion,1,devolucion_monto_alto,Devolucion con monto muy superior al comportamiento normal.,prueba
TRX-004824,2026-06-05 19:05:00,4,19.08,cena,CAJ-001,MES-005,mesa_03,bebidas,Gaseosa personal,1,1.21,0,1.21,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004825,2026-05-12 13:58:00,1,13.97,almuerzo,CAJ-002,MES-002,retiro_local,almuerzos,Seco de pollo,1,5.36,0,5.36,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004826,2026-05-21 19:19:00,3,19.32,cena,CAJ-002,MES-006,app_delivery,bebidas,Gaseosa personal,1,1.26,20,1.01,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-004827,2026-06-28 08:05:00,6,8.08,desayuno,CAJ-003,MES-004,mesa_13,platos_fuertes,Churrasco ecuatoriano,4,35.69,0,35.69,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004828,2026-06-27 14:12:00,5,14.2,almuerzo,CAJ-002,MES-005,mesa_13,almuerzos,Menestra con carne,5,31.16,0,31.16,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004829,2026-06-26 14:36:00,4,14.6,almuerzo,CAJ-004,MES-003,app_delivery,bebidas,Gaseosa personal,4,5.29,0,5.29,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004830,2026-06-17 14:26:00,2,14.43,almuerzo,CAJ-002,MES-005,mesa_11,desayunos,Bolon mixto,1,-5,0,-5,tarjeta,venta,1,monto_inconsistente,"Monto cero o negativo, inconsistente para una venta.",prueba
TRX-004831,2026-06-26 14:45:00,4,14.75,almuerzo,CAJ-003,MES-002,mesa_11,platos_fuertes,Camarones apanados,2,23.16,0,23.16,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-004832,2026-05-31 13:13:00,6,13.22,almuerzo,CAJ-001,MES-001,mesa_06,almuerzos,Menestra con carne,4,24.59,5,23.36,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004833,2026-06-27 11:22:00,5,11.37,almuerzo,CAJ-004,MES-004,mesa_11,bebidas,Jugo natural,2,3.41,0,3.41,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-004834,2026-05-04 08:05:00,0,8.08,desayuno,CAJ-003,MES-006,mesa_04,bebidas,Agua sin gas,4,4.43,0,4.43,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004835,2026-06-08 09:40:00,0,9.67,desayuno,CAJ-002,MES-002,app_delivery,combos,Combo para dos,3,36.44,0,36.44,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004836,2026-05-06 13:35:00,2,13.58,almuerzo,CAJ-002,MES-001,mesa_11,bebidas,Jugo natural,1,285.63,5,271.35,tarjeta,anulacion,1,monto_extremo,Monto final extremadamente alto frente al ticket promedio.,prueba
TRX-004837,2026-05-10 14:10:00,6,14.17,almuerzo,CAJ-004,MES-006,mesa_14,almuerzos,Encebollado,1,5.05,5,4.8,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004838,2026-06-16 18:32:00,1,18.53,cena,CAJ-001,MES-006,mesa_08,almuerzos,Seco de pollo,1,5.95,0,5.95,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-004839,2026-06-17 10:46:00,2,10.77,desayuno,CAJ-003,MES-005,retiro_local,almuerzos,Menestra con carne,5,32.47,0,32.47,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-004840,2026-05-03 11:04:00,6,11.07,almuerzo,CAJ-003,MES-006,mesa_15,almuerzos,Encebollado,2,10.4,0,10.4,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-004841,2026-05-31 08:05:00,6,8.08,desayuno,CAJ-003,MES-003,mesa_07,combos,Combo familiar almuerzo,1,177.2,0,177.2,efectivo,devolucion,1,devolucion_monto_alto,Devolucion con monto muy superior al comportamiento normal.,validacion
TRX-004842,2026-05-11 18:08:00,0,18.13,cena,CAJ-002,MES-006,mesa_15,almuerzos,Almuerzo ejecutivo,1,4.25,0,4.25,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004843,2026-06-05 11:06:00,4,11.1,almuerzo,CAJ-001,MES-006,mesa_15,almuerzos,Almuerzo ejecutivo,2,8.88,0,8.88,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004844,2026-05-09 13:06:00,5,13.1,almuerzo,CAJ-002,MES-006,mesa_05,desayunos,Humita con cafe,1,3.12,0,3.12,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004845,2026-06-25 14:13:00,3,14.22,almuerzo,CAJ-003,MES-001,mesa_08,almuerzos,Menestra con carne,2,12.05,0,12.05,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004846,2026-05-04 18:22:00,0,18.37,cena,CAJ-001,MES-001,domicilio,desayunos,Bolon mixto,4,13.31,0,13.31,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004847,2026-05-11 13:00:00,0,13.0,almuerzo,CAJ-002,MES-005,mesa_15,bebidas,Gaseosa personal,3,3.7,15,3.15,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-004848,2026-05-08 08:05:00,4,8.08,desayuno,CAJ-003,MES-006,mesa_11,desayunos,Bolon mixto,2,7.38,0,7.38,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004849,2026-06-10 13:52:00,2,13.87,almuerzo,CAJ-004,MES-005,mesa_11,platos_fuertes,Churrasco ecuatoriano,1,9.75,15,8.29,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004850,2026-06-29 18:58:00,0,18.97,cena,CAJ-001,MES-001,app_delivery,bebidas,Gaseosa personal,1,1.38,5,1.31,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004851,2026-06-24 10:03:00,2,10.05,desayuno,CAJ-001,MES-005,mesa_08,almuerzos,Almuerzo ejecutivo,1,4.41,10,3.97,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-004852,2026-05-21 19:20:00,3,19.33,cena,CAJ-003,MES-004,mesa_01,combos,Combo para dos,4,96.21,0,96.21,tarjeta,anulacion,1,empleado_anulaciones_altas,Empleado asociado a anulaciones frecuentes o de monto alto.,prueba
TRX-004853,2026-05-11 09:14:00,0,9.23,desayuno,CAJ-003,MES-002,mesa_06,almuerzos,Menestra con carne,5,34.62,60,13.85,tarjeta,venta,1,descuento_fuera_politica,Descuento superior a la politica normal del restaurante.,prueba
TRX-004854,2026-06-22 09:08:00,0,9.13,desayuno,CAJ-002,MES-004,mesa_15,bebidas,Jugo natural,2,3.5,5,3.32,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004855,2026-05-05 08:05:00,1,8.08,desayuno,CAJ-002,MES-004,mesa_15,bebidas,Jugo natural,1,1.92,5,1.82,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-004856,2026-06-06 13:07:00,5,13.12,almuerzo,CAJ-002,MES-005,mesa_13,platos_fuertes,Parrillada personal,2,20.8,0,20.8,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004857,2026-06-24 09:30:00,2,9.5,desayuno,CAJ-002,MES-005,mesa_14,bebidas,Gaseosa personal,2,2.67,0,2.67,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004858,2026-05-06 11:37:00,2,11.62,almuerzo,CAJ-002,MES-005,mesa_14,almuerzos,Almuerzo ejecutivo,2,8.88,10,7.99,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004859,2026-06-04 23:07:00,3,23.12,fuera_horario,CAJ-002,MES-006,mesa_02,almuerzos,Seco de pollo,3,16.18,0,16.18,tarjeta,venta,1,venta_fuera_horario,Transaccion registrada cuando el restaurante deberia estar cerrado.,validacion
TRX-004860,2026-05-22 08:05:00,4,8.08,desayuno,CAJ-002,MES-002,mesa_04,postres,Tres leches,2,5.71,0,5.71,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004861,2026-06-19 13:34:00,4,13.57,almuerzo,CAJ-003,MES-004,mesa_08,bebidas,Gaseosa personal,2,2.61,0,2.61,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004862,2026-06-08 19:16:00,0,19.27,cena,CAJ-003,MES-004,mesa_01,desayunos,Bolon mixto,3,10.17,0,10.17,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-004863,2026-05-12 13:00:00,1,13.0,almuerzo,CAJ-002,MES-001,mesa_10,desayunos,Tigrillo con cafe,3,13.93,0,13.93,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004864,2026-05-21 14:35:00,3,14.58,almuerzo,CAJ-001,MES-002,mesa_12,desayunos,Humita con cafe,1,3.13,0,3.13,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-004865,2026-05-22 20:10:00,4,20.17,cena,CAJ-002,MES-006,mesa_07,postres,Flan de la casa,3,8.01,5,7.61,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004866,2026-06-06 10:33:00,5,10.55,desayuno,CAJ-004,MES-003,mesa_08,almuerzos,Encebollado,5,26.5,5,25.17,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-004867,2026-05-29 11:39:00,4,11.65,almuerzo,CAJ-004,MES-002,mesa_06,bebidas,Jugo natural,2,3.58,15,3.04,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004868,2026-06-02 19:27:00,1,19.45,cena,CAJ-002,MES-003,mesa_02,platos_fuertes,Churrasco ecuatoriano,5,45.65,0,45.65,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004869,2026-06-03 09:28:00,2,9.47,desayuno,CAJ-003,MES-002,mesa_06,platos_fuertes,Churrasco ecuatoriano,4,35.27,0,35.27,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004870,2026-05-23 12:31:00,5,12.52,almuerzo,CAJ-001,MES-004,mesa_03,desayunos,Bolon mixto,1,3.5,0,3.5,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004871,2026-06-22 18:56:00,0,18.93,cena,CAJ-003,MES-004,mesa_09,desayunos,Humita con cafe,1,3.22,10,2.9,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-004872,2026-05-23 09:09:00,5,9.15,desayuno,CAJ-003,MES-005,mesa_01,almuerzos,Encebollado,2,10.25,0,10.25,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-004873,2026-06-05 19:43:00,4,19.72,cena,CAJ-002,MES-002,mesa_13,almuerzos,Encebollado,1,4.81,0,4.81,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004874,2026-05-24 08:17:00,6,8.28,desayuno,CAJ-001,MES-005,mesa_11,bebidas,Gaseosa personal,2,2.72,0,2.72,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004875,2026-05-15 15:49:00,4,15.82,almuerzo,CAJ-004,MES-001,mesa_10,almuerzos,Menestra con carne,4,23.93,0,23.93,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004876,2026-06-03 19:16:00,2,19.27,cena,CAJ-004,MES-006,mesa_11,bebidas,Agua sin gas,2,2.07,0,2.07,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-004877,2026-05-26 11:03:00,1,11.05,almuerzo,CAJ-004,MES-002,mesa_11,almuerzos,Almuerzo ejecutivo,1,3.88,0,3.88,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004878,2026-06-05 19:08:00,4,19.13,cena,CAJ-001,MES-005,mesa_01,bebidas,Agua sin gas,3,3.28,0,3.28,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004879,2026-05-01 19:07:00,4,19.12,cena,CAJ-003,MES-004,domicilio,almuerzos,Menestra con carne,1,6.28,5,5.97,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004880,2026-05-29 10:03:00,4,10.05,desayuno,CAJ-003,MES-002,domicilio,desayunos,Humita con cafe,1,3.52,0,3.52,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004881,2026-05-28 14:19:00,3,14.32,almuerzo,CAJ-001,MES-003,mesa_07,platos_fuertes,Churrasco ecuatoriano,3,25.45,0,25.45,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004882,2026-05-07 11:37:00,3,11.62,almuerzo,CAJ-001,MES-004,mesa_10,almuerzos,Encebollado,4,18.94,0,18.94,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004883,2026-05-31 08:05:00,6,8.08,desayuno,CAJ-001,MES-005,mesa_01,bebidas,Agua sin gas,2,2.02,0,2.02,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004884,2026-05-24 11:52:00,6,11.87,almuerzo,CAJ-002,MES-002,mesa_02,desayunos,Humita con cafe,2,7.17,0,7.17,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-004885,2026-06-27 14:25:00,5,14.42,almuerzo,CAJ-004,MES-004,mesa_03,almuerzos,Menestra con carne,3,20.61,0,20.61,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004886,2026-05-09 09:20:00,5,9.33,desayuno,CAJ-001,MES-002,mesa_04,platos_fuertes,Churrasco ecuatoriano,2,18.97,0,18.97,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004887,2026-06-27 20:41:00,5,20.68,cena,CAJ-001,MES-005,mesa_08,almuerzos,Menestra con carne,2,12.06,5,4.61,transferencia,anulacion,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-004888,2026-06-13 20:18:00,5,20.3,cena,CAJ-002,MES-002,mesa_04,bebidas,Jugo natural,2,3.48,20,2.78,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004889,2026-05-02 18:35:00,5,18.58,cena,CAJ-001,MES-002,mesa_02,bebidas,Gaseosa personal,3,3.95,0,3.95,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004890,2026-06-28 08:18:00,6,8.3,desayuno,CAJ-003,MES-001,mesa_08,desayunos,Tigrillo con cafe,2,-25,0,-25,efectivo,venta,1,monto_inconsistente,"Monto cero o negativo, inconsistente para una venta.",prueba
TRX-004891,2026-05-22 20:18:00,4,20.3,cena,CAJ-003,MES-001,mesa_10,platos_fuertes,Camarones apanados,1,11.23,0,11.23,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004892,2026-06-08 10:42:00,0,10.7,desayuno,CAJ-004,MES-002,mesa_06,almuerzos,Menestra con carne,2,12.03,0,12.03,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004893,2026-06-17 09:55:00,2,9.92,desayuno,CAJ-004,MES-002,mesa_02,desayunos,Humita con cafe,3,105.22,0,105.22,efectivo,devolucion,1,devolucion_monto_alto,Devolucion con monto muy superior al comportamiento normal.,validacion
TRX-004894,2026-05-23 19:22:00,5,19.37,cena,CAJ-002,MES-006,mesa_14,almuerzos,Almuerzo ejecutivo,2,7.66,0,7.66,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004895,2026-05-17 13:06:00,6,13.1,almuerzo,CAJ-003,MES-003,mesa_07,almuerzos,Almuerzo ejecutivo,4,17.32,15,14.72,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004896,2026-05-19 09:28:00,1,9.47,desayuno,CAJ-004,MES-001,retiro_local,bebidas,Gaseosa personal,2,2.55,0,2.55,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004897,2026-05-09 14:05:00,5,14.08,almuerzo,CAJ-002,MES-006,retiro_local,platos_fuertes,Camarones apanados,2,23.82,0,17.29,transferencia,anulacion,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-004898,2026-05-19 18:26:00,1,18.43,cena,CAJ-003,MES-006,app_delivery,almuerzos,Almuerzo ejecutivo,2,8.26,0,8.26,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-004899,2026-05-27 11:33:00,2,11.55,almuerzo,CAJ-003,MES-001,mesa_03,combos,Combo familiar almuerzo,1,17.61,10,15.85,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004900,2026-06-04 13:11:00,3,13.18,almuerzo,CAJ-003,MES-003,mesa_09,desayunos,Humita con cafe,2,6.88,50,3.44,efectivo,venta,1,efectivo_descuento_alto,Venta en efectivo con descuento inusualmente alto.,prueba
TRX-004901,2026-05-13 20:33:00,2,20.55,cena,CAJ-002,MES-002,mesa_15,bebidas,Gaseosa personal,2,2.45,0,2.45,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-004902,2026-06-14 15:54:00,6,15.9,almuerzo,CAJ-002,MES-003,mesa_05,almuerzos,Almuerzo ejecutivo,2,8.84,0,8.84,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-004903,2026-05-16 12:47:00,5,12.78,almuerzo,CAJ-001,MES-003,mesa_11,bebidas,Agua sin gas,1,1.09,0,1.09,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-004904,2026-06-05 12:19:00,4,12.32,almuerzo,CAJ-004,MES-005,mesa_03,desayunos,Bolon mixto,4,14.81,0,14.81,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004905,2026-05-07 14:58:00,3,14.97,almuerzo,CAJ-003,MES-005,retiro_local,almuerzos,Seco de pollo,4,21.89,0,21.89,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004906,2026-06-09 13:41:00,1,13.68,almuerzo,CAJ-002,MES-006,app_delivery,desayunos,Bolon mixto,2,7.31,0,7.31,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004907,2026-06-01 12:18:00,0,12.3,almuerzo,CAJ-001,MES-005,mesa_12,bebidas,Agua sin gas,5,5.15,0,5.15,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004908,2026-05-29 17:53:00,4,17.88,cena,CAJ-003,MES-005,mesa_09,almuerzos,Seco de pollo,6,35.42,10,31.88,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004909,2026-06-16 19:00:00,1,19.0,cena,CAJ-002,MES-005,mesa_06,almuerzos,Menestra con carne,1,6.66,10,5.99,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-004910,2026-05-20 12:59:00,2,12.98,almuerzo,CAJ-004,MES-005,mesa_08,desayunos,Humita con cafe,3,160.42,0,160.42,efectivo,devolucion,1,devolucion_monto_alto,Devolucion con monto muy superior al comportamiento normal.,validacion
TRX-004911,2026-05-13 08:05:00,2,8.08,desayuno,CAJ-001,MES-006,mesa_14,platos_fuertes,Churrasco ecuatoriano,2,17.79,10,16.01,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004912,2026-06-09 17:10:00,1,17.17,cena,CAJ-001,MES-005,mesa_03,desayunos,Humita con cafe,2,6.77,0,6.77,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-004913,2026-06-06 09:30:00,5,9.5,desayuno,CAJ-002,MES-002,mesa_04,almuerzos,Almuerzo ejecutivo,1,4.27,15,3.63,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-004914,2026-06-20 09:12:00,5,9.2,desayuno,CAJ-001,MES-001,mesa_08,bebidas,Agua sin gas,1,1.08,0,1.08,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004915,2026-06-17 15:15:00,2,15.25,almuerzo,CAJ-003,MES-004,mesa_06,almuerzos,Almuerzo ejecutivo,6,26.01,50,13.01,tarjeta,venta,1,descuento_fuera_politica,Descuento superior a la politica normal del restaurante.,validacion
TRX-004916,2026-05-16 12:22:00,5,12.37,almuerzo,CAJ-001,MES-002,mesa_08,combos,Combo para dos,1,12.4,15,10.54,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004917,2026-06-17 13:00:00,2,13.0,almuerzo,CAJ-002,MES-006,mesa_03,almuerzos,Seco de pollo,2,11.24,0,11.24,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004918,2026-05-19 13:45:00,1,13.75,almuerzo,CAJ-003,MES-002,mesa_08,bebidas,Gaseosa personal,4,5.29,20,4.23,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004919,2026-06-08 18:42:00,0,18.7,cena,CAJ-002,MES-003,app_delivery,desayunos,Bolon mixto,2,7.15,0,7.15,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004920,2026-06-30 17:35:00,1,17.58,cena,CAJ-003,MES-003,mesa_10,bebidas,Gaseosa personal,1,1.31,0,1.31,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004921,2026-05-04 10:11:00,0,10.18,desayuno,CAJ-003,MES-006,mesa_03,postres,Tres leches,4,12.1,0,12.1,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004922,2026-05-22 11:19:00,4,11.32,almuerzo,CAJ-004,MES-004,mesa_09,desayunos,Bolon mixto,1,3.43,0,3.43,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-004923,2026-05-28 08:22:00,3,8.37,desayuno,CAJ-004,MES-001,retiro_local,almuerzos,Encebollado,5,23.5,0,23.5,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-004924,2026-06-05 11:26:00,4,11.43,almuerzo,CAJ-001,MES-005,mesa_12,almuerzos,Seco de pollo,1,5.97,5,5.67,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004925,2026-05-17 15:54:00,6,15.9,almuerzo,CAJ-002,MES-001,mesa_09,almuerzos,Almuerzo ejecutivo,1,278.79,10,250.91,efectivo,venta,1,monto_extremo,Monto final extremadamente alto frente al ticket promedio.,prueba
TRX-004926,2026-06-17 20:35:00,2,20.58,cena,CAJ-004,MES-005,mesa_03,platos_fuertes,Camarones apanados,1,11.8,0,11.8,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-004927,2026-06-08 02:00:00,0,2.0,fuera_horario,CAJ-004,MES-004,mesa_10,bebidas,Gaseosa personal,1,1.33,0,1.33,transferencia,venta,1,venta_fuera_horario,Transaccion registrada cuando el restaurante deberia estar cerrado.,validacion
TRX-004928,2026-06-03 19:13:00,2,19.22,cena,CAJ-004,MES-004,mesa_13,bebidas,Gaseosa personal,2,2.58,0,2.58,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-004929,2026-05-22 14:10:00,4,14.17,almuerzo,CAJ-002,MES-001,mesa_02,bebidas,Gaseosa personal,2,2.42,0,2.42,efectivo,anulacion,0,normal,Transaccion dentro del patron esperado.,validacion
